style_number,style_name,category,fabric,gsm,color,print,season,brand,supplier,cost,selling_price,image_url
WFX-3242,Heritage Black Hoodie,Hoodie,French Terry,306,Black,Printed,AW25,NorthPeak,Colombo Apparel Group,830.69,1595.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5f5d9e02-87f8-40cb-a3a0-5df09cdb22ff.jpg
WFX-3243,Cropped Charcoal Sweatshirt,Sweatshirt,Loopback Cotton,290,Charcoal,Solid,AW26,Kaia Collective,Shenzhen Fashion Works,445.42,815.25,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c6b31432-bb06-4800-b9d6-76c411c38447.jpg
WFX-3244,Cropped Forest Green T-Shirt,T-Shirt,Cotton Slub,144,Forest Green,Printed,SS26,Meridian Apparel,ABC Textiles,200.5,386.41,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e246f68a-44bb-4d02-ad51-d9829cc94df1.jpg
WFX-3245,Essential Grey Melange Polo,Polo,Polyester Pique,211,Grey Melange,Solid,SS26,Loom & Co,Dhaka Knitwear Ltd,484.67,807.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4cac86ab-9e61-46e6-afc5-018cffb9215f.jpg
WFX-3246,Slim Fit Off White Polo,Polo,Cotton/Spandex 95/5,222,Off White,Solid,AW25,Loom & Co,Guangzhou Weave Co,447.23,764.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/af911ba7-b779-4d76-9a6d-f9bf97ae7f64.jpg
WFX-3247,Cropped Sky Blue Polo,Polo,Polyester Pique,222,Sky Blue,Solid,AW26,Loom & Co,Jakarta Garmindo,498.69,1366.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fe95832e-d72a-43e6-8e47-8aced8140835.jpg
WFX-3248,Signature Grey Melange Jeans,Jeans,Denim 12oz,420,Grey Melange,Solid,AW25,Everlane East,Karachi Textile Mills,697.57,1605.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/68ff2e07-5cee-42f1-a727-2c7d0b1912bd.jpg
WFX-3249,Vintage Navy Polo,Polo,Cotton Pique,186,Navy,Solid,SS26,UrbanThread,Istanbul Denim House,302.55,836.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/965fa837-4e4e-4717-a373-0e9ee1ded9eb.jpg
WFX-3250,Vintage Maroon Shirt,Shirt,Chambray,133,Maroon,Solid,AW26,Vastra Studio,Jakarta Garmindo,579.85,1006.36,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/99a130ca-5fe5-4f68-afd6-830e26baf2c8.jpg
WFX-3251,Classic Black Skirt,Skirt,Viscose,186,Black,Solid,SS25,UrbanThread,Colombo Apparel Group,466.33,951.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7e77ec6d-2bd6-45c7-9904-cf1fae288afc.jpg
WFX-3252,Essential Charcoal Skirt,Skirt,Polyester Crepe,210,Charcoal,Solid,SS25,Vastra Studio,Guangzhou Weave Co,434.64,1028.68,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a6a301fe-74f4-4a22-9847-a6f6ce98aa4b.jpg
WFX-3253,Cropped Beige Shirt,Shirt,Cotton/Linen 70/30,110,Beige,Solid,SS25,Vastra Studio,Colombo Apparel Group,663.92,1375.36,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/10f589e4-fe32-4db5-a3a2-32337d1d42e9.jpg
WFX-3254,Essential Black Skirt,Skirt,Viscose,250,Black,Solid,AW26,UrbanThread,Noida Knits Pvt Ltd,611.59,1650.72,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/92e0e80a-d72a-4bed-9ee3-84343618f0bf.jpg
WFX-3255,Vintage Red Polo,Polo,Cotton Pique,232,Red,Solid,SS26,Everlane East,Guangzhou Weave Co,483.84,1059.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/203369db-4e34-43c0-8efb-3cd052ef1e4d.jpg
WFX-3256,Signature Beige Jacket,Jacket,Polyester Shell,286,Beige,Solid,SS26,Kaia Collective,Phnom Penh Sewing Ltd,1155.7,2337.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c1a6e7af-4bad-425a-b7b7-caca5b6a35dd.jpg
WFX-3257,Slim Fit Charcoal Hoodie,Hoodie,Cotton Fleece,362,Charcoal,Solid,SS25,Everlane East,Noida Knits Pvt Ltd,738.72,1740.56,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e6ff737c-e993-4d82-8077-4c08bb5966e4.jpg
WFX-3258,Relaxed Purple Hoodie,Hoodie,French Terry,319,Purple,Solid,AW25,Everlane East,Tirupur Garments Co,591.17,1004.21,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d61d0598-c35c-44e4-b134-1a769eff27de.jpg
WFX-3259,Heritage Grey Melange Shorts,Shorts,Nylon Ripstop,221,Grey Melange,Solid,SS26,NorthPeak,Tirupur Garments Co,512.05,901.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3acdbf3f-cc86-43d2-8a4b-ca65b5258207.jpg
WFX-3260,Athleisure Charcoal Shirt,Shirt,Cotton Poplin,136,Charcoal,Printed,AW25,UrbanThread,Karachi Textile Mills,447.04,926.35,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f6b3d8e8-af0b-4cdd-b821-6df326152dbf.jpg
WFX-3261,Boxy Charcoal Shorts,Shorts,French Terry,242,Charcoal,Printed,AW25,NorthPeak,Dhaka Knitwear Ltd,433.6,812.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/09918182-4fc3-4b92-9221-f895fba13e83.jpg
WFX-3262,Slim Fit Charcoal Trousers,Trousers,Cotton Twill,206,Charcoal,Solid,SS25,Cotton Culture,Colombo Apparel Group,580.47,1227.51,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b4f801fb-27e1-4bb5-a50a-821c6a08f647.jpg
WFX-3263,Heritage Off White Shirt,Shirt,Chambray,117,Off White,Solid,AW26,Loom & Co,Istanbul Denim House,305.65,681.91,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ded36392-a2db-483c-955d-c4b7987446da.jpg
WFX-3264,Cropped Plum Polo,Polo,Polyester Pique,193,Plum,Solid,AW26,Everlane East,Colombo Apparel Group,307.16,809.16,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/784ad39d-3090-4199-8596-940e38f693a0.jpg
WFX-3265,Signature Charcoal T-Shirt,T-Shirt,Cotton Slub,166,Charcoal,Solid,AW25,Everlane East,Colombo Apparel Group,300.02,838.33,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8713b1fa-9037-4657-8eda-084d4e147dce.jpg
WFX-3266,Athleisure Off White T-Shirt,T-Shirt,Cotton Slub,158,Off White,Solid,AW26,Vastra Studio,Shenzhen Fashion Works,157.19,435.63,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dbc857c3-c31a-433a-b6a1-e40bdf02dcb8.jpg
WFX-3267,Slim Fit Black Hoodie,Hoodie,French Terry,367,Black,Solid,SS26,Everlane East,Istanbul Denim House,741.26,1262.28,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/003f4cab-7214-4770-b727-3400d4508741.jpg
WFX-3268,Oversized Plum Shirt,Shirt,Cotton/Linen 70/30,155,Plum,Solid,SS25,UrbanThread,Dhaka Knitwear Ltd,469.32,1087.24,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6698ff1d-1214-467d-a0e9-2d65ab4fba0b.jpg
WFX-3269,Athleisure Grey Melange Sweatshirt,Sweatshirt,French Terry,320,Grey Melange,Solid,SS25,UrbanThread,Noida Knits Pvt Ltd,763.29,2134.23,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5af25198-5449-4f01-8155-21192662397c.jpg
WFX-3270,Tailored White Skirt,Skirt,Denim 10oz,178,White,Solid,SS25,Meridian Apparel,Tirupur Garments Co,642.13,1544.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8b2ef33f-4b74-4967-9b9e-42345b599397.jpg
WFX-3271,Slim Fit Olive Sweatshirt,Sweatshirt,French Terry,324,Olive,Solid,SS25,Cotton Culture,Istanbul Denim House,597.14,1198.47,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/e4a2665e-3479-4890-aec0-fd531c555c97.jpg
WFX-3272,Boxy Maroon Polo,Polo,Cotton Pique,196,Maroon,Solid,SS26,Cotton Culture,Tirupur Garments Co,285.05,471.19,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0925fb2c-d509-4791-9770-48b398c68511.jpg
WFX-3273,Tailored Charcoal Trousers,Trousers,Chino Twill,233,Charcoal,Solid,SS26,Everlane East,Colombo Apparel Group,675.82,1698.93,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bd72375d-2f21-45a8-8e8f-1138b885f4c7.jpg
WFX-3274,Tailored Purple Sweatshirt,Sweatshirt,Loopback Cotton,354,Purple,Solid,AW26,UrbanThread,Tirupur Garments Co,797.83,2007.67,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1604e827-c957-4677-a63f-180f3279d766.jpg
WFX-3275,Slim Fit Grey Melange Shorts,Shorts,Cotton Twill,166,Grey Melange,Solid,AW26,Everlane East,Colombo Apparel Group,318.96,524.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/02fc081e-5598-424e-9ab7-fc92eba1cda3.jpg
WFX-3276,Boxy Brown Skirt,Skirt,Denim 10oz,145,Brown,Solid,AW26,Kaia Collective,Jakarta Garmindo,454.53,1266.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ce118595-1373-463c-9be5-0b7d62ce1f0d.jpg
WFX-3277,Cropped Charcoal Shorts,Shorts,French Terry,270,Charcoal,Printed,AW25,Meridian Apparel,Shenzhen Fashion Works,294.42,594.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8adc00dd-1bfc-4c47-9cbb-be32f38a0275.jpg
WFX-3278,Tailored Charcoal Dress,Dress,Linen,174,Charcoal,Printed,AW25,Everlane East,ABC Textiles,466.82,1305.98,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/dd64332e-aab6-43d0-899b-4a95e328b7c5.jpg
WFX-3279,Cropped Pink Jacket,Jacket,Polyester Shell,347,Pink,Solid,SS25,Everlane East,ABC Textiles,1309.22,3488.86,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d7e2ad1c-e998-479c-ab3a-7500a29e9f90.jpg
WFX-3280,Classic Charcoal Hoodie,Hoodie,French Terry,398,Charcoal,Printed,SS25,Kaia Collective,Tirupur Garments Co,878.05,2286.77,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/550cf9c1-e3a5-4104-b219-0d4155453308.jpg
WFX-3281,Essential Charcoal T-Shirt,T-Shirt,Cotton Slub,220,Charcoal,Solid,SS25,Kaia Collective,ABC Textiles,388.8,899.31,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7f9275de-c63f-46f2-8328-38bf0ae69655.jpg
WFX-3282,Cropped Charcoal Jeans,Jeans,Stretch Denim 98/2,373,Charcoal,Solid,SS26,UrbanThread,Noida Knits Pvt Ltd,626.82,1039.53,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/594f21c3-76f2-47e6-bb94-9975a455742a.jpg
WFX-3283,Relaxed Charcoal Sweatshirt,Sweatshirt,Cotton Fleece,337,Charcoal,Printed,AW26,Loom & Co,Tirupur Garments Co,552.56,1148.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b66fb641-9b68-4bb9-a235-bc079b6662c7.jpg
WFX-3284,Heritage Navy Skirt,Skirt,Viscose,160,Navy,Solid,AW25,Loom & Co,Noida Knits Pvt Ltd,435.98,908.09,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/574a2370-af89-4c9a-bbb9-9acfd31489f3.jpg
WFX-3285,Heritage Charcoal Skirt,Skirt,Denim 10oz,242,Charcoal,Solid,AW25,Cotton Culture,Colombo Apparel Group,451.33,1158.85,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/84ae684a-cb1c-46e7-ba47-b6519e4f0d51.jpg
WFX-3286,Boxy Teal Shorts,Shorts,Nylon Ripstop,225,Teal,Solid,SS26,Everlane East,Karachi Textile Mills,309.96,661.62,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/314125df-9112-48b9-9b5e-ad6c4130eee5.jpg
WFX-3287,Vintage Off White Skirt,Skirt,Denim 10oz,243,Off White,Solid,SS25,UrbanThread,Noida Knits Pvt Ltd,428.88,782.12,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d44c49f4-e694-4ee6-a839-1579543b8e04.jpg
WFX-3288,Boxy Grey Melange Shorts,Shorts,Nylon Ripstop,246,Grey Melange,Solid,SS25,NorthPeak,Tirupur Garments Co,317.27,768.9,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1ef9945d-0934-4b5e-bfc2-1d11dfea181c.jpg
WFX-3289,Slim Fit Indigo Shorts,Shorts,Nylon Ripstop,170,Indigo,Solid,SS26,Vastra Studio,Tirupur Garments Co,522.16,1134.72,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3f7d16eb-7c7b-45fe-8d3b-ffb38124b52c.jpg
WFX-3290,Tailored Grey Melange Skirt,Skirt,Polyester Crepe,212,Grey Melange,Printed,SS25,Everlane East,ABC Textiles,316.7,535.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/46e4c390-2154-4f6f-8c6f-e7805564d929.jpg
WFX-3291,Essential Red Hoodie,Hoodie,Cotton Fleece,339,Red,Solid,SS26,Loom & Co,Colombo Apparel Group,747.38,1705.65,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b49a17b6-5bd9-4f48-a768-3a6f8b56e0b8.jpg
WFX-3292,Vintage Plum Shirt,Shirt,Cotton Poplin,157,Plum,Solid,SS25,Loom & Co,Tirupur Garments Co,564.63,1025.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/b0c03127-9dfb-4573-8934-1958396937bf.jpg
WFX-3293,Boxy Red Shorts,Shorts,French Terry,198,Red,Printed,SS26,Cotton Culture,Noida Knits Pvt Ltd,344.18,849.75,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fe85d21f-4ccf-41fd-b54d-5bc6ee0b0eec.jpg
WFX-3294,Cropped Black Trousers,Trousers,Cotton Twill,227,Black,Solid,SS25,Everlane East,Phnom Penh Sewing Ltd,483.29,1206.5,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/8f5774e2-9db8-43bd-8b3c-d8623f385eaa.jpg
WFX-3295,Boxy Grey Melange Skirt,Skirt,Cotton Twill,190,Grey Melange,Solid,AW26,Kaia Collective,Istanbul Denim House,340.84,615.59,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/507e8a1d-3f45-4aa9-b4a0-cbc159fa5a79.jpg
WFX-3296,Classic Indigo Jacket,Jacket,Denim 12oz,321,Indigo,Printed,AW25,Loom & Co,Tirupur Garments Co,1424.18,2428.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/42d817a7-45f8-4dfc-848f-a8cb124e1878.jpg
WFX-3297,Slim Fit Blue Polo,Polo,Polyester Pique,192,Blue,Solid,AW25,Everlane East,Noida Knits Pvt Ltd,507.7,939.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/ebbf2464-a39e-4457-a161-d9a0f0ad4beb.jpg
WFX-3298,Classic Grey Melange Shirt,Shirt,Cotton Poplin,129,Grey Melange,Solid,SS25,Meridian Apparel,Karachi Textile Mills,607.89,1080.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0dc84ada-ef62-494b-8965-1a6fe28379c7.jpg
WFX-3299,Boxy Charcoal Hoodie,Hoodie,French Terry,369,Charcoal,Solid,AW25,Vastra Studio,ABC Textiles,650.37,1419.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/a8319ee8-8a4f-4df0-9598-3a687a018494.jpg
WFX-3300,Vintage Off White T-Shirt,T-Shirt,Cotton Slub,146,Off White,Solid,AW26,Kaia Collective,Guangzhou Weave Co,233.46,402.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/164900f8-4d29-454b-97ba-5d7d22f5cfe2.jpg
WFX-3301,Athleisure Plum Shorts,Shorts,Cotton Twill,222,Plum,Solid,AW26,Vastra Studio,Guangzhou Weave Co,369.9,819.71,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/1b9a7610-e6d9-4bb8-ace9-ed4870ae0d5b.jpg
WFX-3302,Cropped Grey Melange Shirt,Shirt,Chambray,111,Grey Melange,Printed,AW26,Kaia Collective,Dhaka Knitwear Ltd,468.8,927.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2595e7da-f1a4-443b-b91b-79d3464575c1.jpg
WFX-3303,Vintage Grey Melange Jacket,Jacket,Cotton Canvas,379,Grey Melange,Solid,SS25,Meridian Apparel,Guangzhou Weave Co,1545.07,3115.04,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/0d73e759-eeaa-43ab-98d4-196b6974c41e.jpg
WFX-3304,Relaxed Blue Polo,Polo,Polyester Pique,192,Blue,Solid,SS26,Kaia Collective,Jakarta Garmindo,390.77,830.67,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c8070903-1e2b-4526-b7f3-a683ff7f93ee.jpg
WFX-3305,Heritage Charcoal Jeans,Jeans,Denim 14oz,439,Charcoal,Solid,SS26,Kaia Collective,Noida Knits Pvt Ltd,1075.88,2796.96,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c9b68fc2-019a-4a4e-9709-97f75099b1e6.jpg
WFX-3306,Slim Fit Charcoal Jacket,Jacket,Polyester Shell,292,Charcoal,Solid,AW25,Vastra Studio,Istanbul Denim House,1321.63,2251.3,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/df6097a1-e252-4d2d-bf7a-2d208f932273.jpg
WFX-3307,Cropped Brown Dress,Dress,Linen,162,Brown,Solid,AW25,Vastra Studio,Istanbul Denim House,405.5,851.22,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/230ee7f3-a206-4804-9c23-8b5bda052140.jpg
WFX-3308,Slim Fit Black Jacket,Jacket,Nylon Taslan,311,Black,Printed,SS25,Loom & Co,Tirupur Garments Co,1492.82,3028.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3f3f3c92-5af3-4339-a142-4f9f3e099484.jpg
WFX-3309,Boxy Charcoal Polo,Polo,Cotton/Spandex 95/5,187,Charcoal,Solid,SS26,Cotton Culture,Shenzhen Fashion Works,435.27,759.47,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/adeda6be-071b-4480-a0f2-022ec31692e1.jpg
WFX-3310,Signature Brown Polo,Polo,Cotton Pique,229,Brown,Solid,SS25,UrbanThread,Tirupur Garments Co,513.31,986.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/7af2f4bf-faa9-44a2-a37b-af0638d8bd49.jpg
WFX-3311,Athleisure Indigo Skirt,Skirt,Denim 10oz,247,Indigo,Printed,SS25,UrbanThread,Phnom Penh Sewing Ltd,564.52,1563.49,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f8b84112-9110-4628-91e8-9d22a13767f3.jpg
WFX-3312,Slim Fit Grey Melange Hoodie,Hoodie,Cotton Fleece,360,Grey Melange,Printed,SS26,Kaia Collective,Hanoi Stitch Co,503.13,929.01,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9fce2963-b204-4865-be6f-99b512b31d39.jpg
WFX-3313,Oversized Navy Jacket,Jacket,Nylon Taslan,259,Navy,Solid,AW25,Kaia Collective,Tirupur Garments Co,1282.38,2566.72,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2b070f9a-72c6-4475-a2d6-5d473a896f90.jpg
WFX-3314,Tailored Black Skirt,Skirt,Cotton Twill,171,Black,Solid,AW25,Loom & Co,Colombo Apparel Group,592.18,1284.08,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/97297d04-884f-451b-b75a-717ce3d1442a.jpg
WFX-3315,Tailored Sky Blue T-Shirt,T-Shirt,Organic Cotton,193,Sky Blue,Solid,AW26,Vastra Studio,Tirupur Garments Co,240.16,575.9,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fb3f29fb-ae30-41a5-84cd-c1e3ccad0307.jpg
WFX-3316,Heritage Grey Melange Shirt,Shirt,Cotton/Linen 70/30,136,Grey Melange,Printed,SS26,UrbanThread,Jakarta Garmindo,667.21,1786.57,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/69185160-8563-4705-a642-d3002714163b.jpg
WFX-3317,Oversized Black Shorts,Shorts,Cotton Twill,258,Black,Solid,SS26,Cotton Culture,Dhaka Knitwear Ltd,252.98,649.53,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/3fa06126-a2e6-4d26-bd57-ab102ffeca70.jpg
WFX-3318,Heritage Beige Skirt,Skirt,Viscose,195,Beige,Solid,AW25,UrbanThread,Noida Knits Pvt Ltd,321.51,807.32,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/125472d8-0f0a-4d45-b531-fb87a9d9d95e.jpg
WFX-3319,Vintage Charcoal Trousers,Trousers,Poly/Viscose Suiting,284,Charcoal,Printed,SS26,Cotton Culture,Karachi Textile Mills,794.12,2197.48,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/d372b66f-d6b2-43c6-b33f-095a8fd78595.jpg
WFX-3320,Signature Grey Melange Trousers,Trousers,Cotton Twill,235,Grey Melange,Solid,AW26,Kaia Collective,Tirupur Garments Co,805.09,1877.86,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/26ee6859-a0f8-42ce-8604-a263882e6d96.jpg
WFX-3321,Essential Beige Shorts,Shorts,French Terry,239,Beige,Printed,AW26,Vastra Studio,Guangzhou Weave Co,486.5,1159.06,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4e1b78ba-f25e-49f7-b9f9-03c8cefaea66.jpg
WFX-3322,Signature Off White Shirt,Shirt,Cotton Poplin,112,Off White,Solid,AW25,NorthPeak,Guangzhou Weave Co,514.97,1064.95,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/4bc3dd22-6229-4593-b978-747e59e372cf.jpg
WFX-3323,Slim Fit Olive T-Shirt,T-Shirt,100% Cotton,205,Olive,Solid,SS25,UrbanThread,Noida Knits Pvt Ltd,287.95,640.86,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6cb41939-b79a-4fad-b0e1-d760f1b4bc77.jpg
WFX-3324,Oversized Beige Hoodie,Hoodie,Cotton Fleece,386,Beige,Solid,SS25,Cotton Culture,Jakarta Garmindo,798.37,1973.42,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/9767d117-3c66-4cac-a778-5ee3038ebfc8.jpg
WFX-3325,Boxy Charcoal Skirt,Skirt,Polyester Crepe,155,Charcoal,Solid,SS26,UrbanThread,Dhaka Knitwear Ltd,316.71,754.14,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/53c395a3-94bf-4ad9-be75-3bb3924c2d76.jpg
WFX-3326,Athleisure Teal Trousers,Trousers,Chino Twill,243,Teal,Solid,AW25,Cotton Culture,Phnom Penh Sewing Ltd,842.33,2161.81,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/bed78b94-b7d5-4e2a-befb-684dba950ec7.jpg
WFX-3327,Slim Fit Navy Skirt,Skirt,Polyester Crepe,225,Navy,Solid,AW26,Vastra Studio,Noida Knits Pvt Ltd,574.68,1412.46,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/6b6416d0-7fae-4858-ba58-f0420302a1b2.jpg
WFX-3328,Slim Fit Grey Melange Jeans,Jeans,Stretch Denim 98/2,389,Grey Melange,Solid,AW26,Everlane East,Dhaka Knitwear Ltd,993.71,2020.73,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/f2d0654b-aae0-4b40-9e32-50e499c48182.jpg
WFX-3329,Boxy Black T-Shirt,T-Shirt,100% Cotton,147,Black,Solid,SS25,Cotton Culture,Shenzhen Fashion Works,256.22,449.94,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/19088710-43ac-467e-85c9-e1094db4f499.jpg
WFX-3330,Athleisure Charcoal Polo,Polo,Polyester Pique,215,Charcoal,Printed,AW26,Everlane East,Colombo Apparel Group,405.68,841.27,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/45fb7ce0-9203-4f83-9554-49ddb0f15929.jpg
WFX-3331,Tailored Charcoal Skirt,Skirt,Denim 10oz,233,Charcoal,Solid,AW25,Kaia Collective,Tirupur Garments Co,640.65,1658.37,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/84e4d60a-a684-4b88-b86e-dfac84cfac92.jpg
WFX-3332,Relaxed Black Trousers,Trousers,Cotton Twill,290,Black,Solid,AW26,Kaia Collective,Guangzhou Weave Co,630.93,1410.11,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c362d096-021d-4948-81ef-c2a971dc0998.jpg
WFX-3333,Vintage Charcoal Jacket,Jacket,Polyester Shell,363,Charcoal,Solid,SS25,Loom & Co,Phnom Penh Sewing Ltd,1032.4,2831.03,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/c0ded3c7-3305-4f10-a2ce-f365e84fdce8.jpg
WFX-3334,Essential Charcoal T-Shirt,T-Shirt,Organic Cotton,145,Charcoal,Solid,SS26,NorthPeak,Colombo Apparel Group,280.69,488.76,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/43306208-256a-4de5-b517-28f83b30778f.jpg
WFX-3335,Cropped Navy Sweatshirt,Sweatshirt,French Terry,278,Navy,Solid,SS26,Vastra Studio,ABC Textiles,456.86,1054.23,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/fb18aa4f-0f3c-4e14-bf75-7593b010914f.jpg
WFX-3336,Classic Black Hoodie,Hoodie,French Terry,342,Black,Solid,AW26,Kaia Collective,Dhaka Knitwear Ltd,450.94,1017.79,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/2d7142fc-f67a-443c-885a-62b5ebe034f1.jpg
WFX-3337,Signature Black Hoodie,Hoodie,French Terry,337,Black,Printed,AW25,Meridian Apparel,Istanbul Denim House,855.13,2169.99,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/5f03aa74-bd9c-4d02-a794-1a9b9c01ac9d.jpg
WFX-3338,Athleisure Off White T-Shirt,T-Shirt,Cotton Slub,197,Off White,Solid,AW26,Everlane East,Dhaka Knitwear Ltd,187.25,463.15,https://raw.githubusercontent.com/alexeygrigorev/clothing-dataset/master/images/911a104e-2ca1-4983-a732-7cff59fcbec1.jpg
