tech_pack_id,style_number,fabric_details,construction,wash_instructions
TP-WFX-3117,WFX-3117,"French Terry, 241 GSM, Charcoal, Solid",Pique Knit,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3118,WFX-3118,"Polyester Shell, 338 GSM, Black, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3119,WFX-3119,"Polyester Crepe, 133 GSM, Maroon, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3120,WFX-3120,"Nylon Taslan, 244 GSM, Black, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3121,WFX-3121,"Cotton/Polyester Fleece 80/20, 382 GSM, Rust, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3122,WFX-3122,"French Terry, 368 GSM, Pink, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3123,WFX-3123,"Denim 12oz, 474 GSM, Charcoal, Solid",Pique Knit,Dry clean only
TP-WFX-3124,WFX-3124,"Cotton Poplin, 111 GSM, Navy, Solid",Interlock,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3125,WFX-3125,"Cotton Pique, 234 GSM, Charcoal, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3126,WFX-3126,"Cotton/Polyester Fleece 80/20, 317 GSM, Pink, Solid",Plain Weave,Dry clean only
TP-WFX-3127,WFX-3127,"Denim 12oz, 261 GSM, Grey Melange, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3128,WFX-3128,"Loopback Cotton, 293 GSM, Black, Printed",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3129,WFX-3129,"Viscose, 118 GSM, Indigo, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3130,WFX-3130,"Cotton Pique, 182 GSM, Yellow, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3131,WFX-3131,"Cotton Poplin, 112 GSM, Grey Melange, Printed",Dobby Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3132,WFX-3132,"Loopback Cotton, 315 GSM, Red, Printed",Single Jersey,Dry clean only
TP-WFX-3133,WFX-3133,"Polyester Crepe, 115 GSM, Red, Solid",Fleece Brushed,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3134,WFX-3134,"French Terry, 242 GSM, Beige, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3135,WFX-3135,"Cotton Twill, 230 GSM, Sky Blue, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3136,WFX-3136,"Polyester Crepe, 110 GSM, Black, Printed",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3137,WFX-3137,"Cotton/Polyester 60/40, 202 GSM, Blue, Solid",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3138,WFX-3138,"Viscose, 143 GSM, Black, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3139,WFX-3139,"French Terry, 271 GSM, Grey Melange, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3140,WFX-3140,"Cotton/Polyester Fleece 80/20, 363 GSM, Charcoal, Solid",2x2 Rib,Dry clean only
TP-WFX-3141,WFX-3141,"Cotton Pique, 220 GSM, Yellow, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3142,WFX-3142,"Cotton Twill, 214 GSM, Black, Solid",Satin Weave,"Hand wash only, dry flat in shade"
TP-WFX-3143,WFX-3143,"Cotton Slub, 181 GSM, Sky Blue, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3144,WFX-3144,"Poly/Viscose Suiting, 222 GSM, Charcoal, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3145,WFX-3145,"Denim 14oz, 402 GSM, Charcoal, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3146,WFX-3146,"Denim 10oz, 150 GSM, Black, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3147,WFX-3147,"Polyester Pique, 188 GSM, Navy, Solid",Interlock,"Machine wash cold inside out, do not iron print"
TP-WFX-3148,WFX-3148,"100% Cotton, 216 GSM, Beige, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3149,WFX-3149,"Viscose, 171 GSM, Plum, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3150,WFX-3150,"Viscose, 175 GSM, Black, Solid",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3151,WFX-3151,"French Terry, 345 GSM, Black, Solid",Pique Knit,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3152,WFX-3152,"Organic Cotton, 218 GSM, Purple, Solid",Interlock,"Machine wash cold inside out, do not iron print"
TP-WFX-3153,WFX-3153,"Viscose, 162 GSM, Brown, Printed",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3154,WFX-3154,"Rayon Challis, 141 GSM, Coral, Printed",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3155,WFX-3155,"Cotton/Linen 70/30, 124 GSM, Brown, Solid",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3156,WFX-3156,"Viscose, 189 GSM, Black, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3157,WFX-3157,"Cotton/Spandex 95/5, 188 GSM, Black, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3158,WFX-3158,"Cotton/Linen 70/30, 120 GSM, Off White, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3159,WFX-3159,"Cotton Fleece, 332 GSM, Indigo, Solid",Satin Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3160,WFX-3160,"Cotton Pique, 226 GSM, Red, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3161,WFX-3161,"Polyester Pique, 237 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash warm with like colors, line dry"
TP-WFX-3162,WFX-3162,"Denim 14oz, 365 GSM, Charcoal, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3163,WFX-3163,"Cotton/Spandex 95/5, 198 GSM, White, Printed",Single Jersey,"Machine wash warm with like colors, line dry"
TP-WFX-3164,WFX-3164,"French Terry, 255 GSM, Grey Melange, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3165,WFX-3165,"Polyester Crepe, 100 GSM, Black, Printed",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3166,WFX-3166,"Linen, 154 GSM, Brown, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3167,WFX-3167,"Linen, 146 GSM, Sky Blue, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3168,WFX-3168,"Cotton Pique, 221 GSM, Charcoal, Solid",Dobby Weave,Dry clean only
TP-WFX-3169,WFX-3169,"100% Cotton, 201 GSM, Grey Melange, Solid",Fleece Brushed,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3170,WFX-3170,"Cotton/Polyester Fleece 80/20, 344 GSM, Black, Printed",Pique Knit,Dry clean only
TP-WFX-3171,WFX-3171,"Chambray, 143 GSM, Off White, Solid",Plain Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3172,WFX-3172,"Nylon Taslan, 268 GSM, Black, Solid",2x2 Rib,Dry clean only
TP-WFX-3173,WFX-3173,"Cotton Fleece, 301 GSM, Charcoal, Solid",Single Jersey,Dry clean only
TP-WFX-3174,WFX-3174,"Nylon Ripstop, 247 GSM, Grey Melange, Solid",Single Jersey,Dry clean only
TP-WFX-3175,WFX-3175,"Cotton Fleece, 288 GSM, Maroon, Printed",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3176,WFX-3176,"Polyester Pique, 221 GSM, Teal, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3177,WFX-3177,"French Terry, 296 GSM, Sky Blue, Printed",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3178,WFX-3178,"Cotton Fleece, 298 GSM, Grey Melange, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3179,WFX-3179,"Cotton Twill, 267 GSM, Charcoal, Printed",Pique Knit,"Machine wash warm with like colors, line dry"
TP-WFX-3180,WFX-3180,"Organic Cotton, 213 GSM, Olive, Solid",Interlock,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3181,WFX-3181,"French Terry, 307 GSM, Grey Melange, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3182,WFX-3182,"Denim 14oz, 377 GSM, Grey Melange, Solid",Plain Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3183,WFX-3183,"Cotton Voile, 173 GSM, Charcoal, Printed",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3184,WFX-3184,"Nylon Taslan, 255 GSM, Off White, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3185,WFX-3185,"Cotton Pique, 200 GSM, Navy, Solid",Fleece Brushed,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3186,WFX-3186,"Cotton Twill, 150 GSM, Off White, Solid",Plain Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3187,WFX-3187,"Polyester Crepe, 217 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3188,WFX-3188,"Organic Cotton, 189 GSM, Blush Pink, Solid",Fleece Brushed,"Machine wash cold inside out, do not iron print"
TP-WFX-3189,WFX-3189,"Cotton Fleece, 316 GSM, Brown, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3190,WFX-3190,"Cotton Fleece, 386 GSM, Grey Melange, Printed",Pique Knit,"Machine wash warm with like colors, line dry"
TP-WFX-3191,WFX-3191,"French Terry, 376 GSM, Charcoal, Solid",Plain Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3192,WFX-3192,"Polyester Pique, 216 GSM, Grey Melange, Solid",Interlock,Dry clean only
TP-WFX-3193,WFX-3193,"Nylon Ripstop, 266 GSM, Teal, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3194,WFX-3194,"Cotton Twill, 193 GSM, Grey Melange, Solid",Pique Knit,"Machine wash warm with like colors, line dry"
TP-WFX-3195,WFX-3195,"Cotton/Polyester 60/40, 202 GSM, Black, Printed",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3196,WFX-3196,"French Terry, 255 GSM, Off White, Printed",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3197,WFX-3197,"Linen, 173 GSM, Grey Melange, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3198,WFX-3198,"Rayon Challis, 145 GSM, Off White, Solid",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3199,WFX-3199,"Nylon Ripstop, 227 GSM, Charcoal, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3200,WFX-3200,"French Terry, 321 GSM, Off White, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3201,WFX-3201,"French Terry, 354 GSM, Charcoal, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3202,WFX-3202,"Cotton Canvas, 307 GSM, Charcoal, Solid",Dobby Weave,"Hand wash only, dry flat in shade"
TP-WFX-3203,WFX-3203,"Loopback Cotton, 318 GSM, Grey Melange, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3204,WFX-3204,"Denim 12oz, 255 GSM, Charcoal, Solid",Interlock,"Machine wash cold inside out, do not iron print"
TP-WFX-3205,WFX-3205,"French Terry, 355 GSM, Sky Blue, Solid",Pique Knit,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3206,WFX-3206,"Denim 12oz, 360 GSM, Navy, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3207,WFX-3207,"Viscose, 125 GSM, Off White, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3208,WFX-3208,"Loopback Cotton, 265 GSM, Off White, Printed",Plain Weave,Dry clean only
TP-WFX-3209,WFX-3209,"Denim 14oz, 347 GSM, Black, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3210,WFX-3210,"French Terry, 259 GSM, Sky Blue, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3211,WFX-3211,"Stretch Denim 98/2, 389 GSM, Black, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3212,WFX-3212,"Nylon Ripstop, 249 GSM, Grey Melange, Solid",Twill Weave 3/1,"Machine wash cold inside out, do not iron print"
TP-WFX-3213,WFX-3213,"Polyester Shell, 351 GSM, Red, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3214,WFX-3214,"Cotton/Spandex 95/5, 228 GSM, Grey Melange, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3215,WFX-3215,"Nylon Taslan, 318 GSM, Mustard, Printed",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3216,WFX-3216,"Cotton Voile, 154 GSM, Maroon, Printed",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3217,WFX-3217,"Polyester Pique, 211 GSM, Navy, Solid",Pique Knit,"Hand wash only, dry flat in shade"
TP-WFX-3218,WFX-3218,"Cotton/Linen 70/30, 135 GSM, Grey Melange, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3219,WFX-3219,"Polyester Crepe, 165 GSM, Charcoal, Printed",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3220,WFX-3220,"Cotton Fleece, 358 GSM, Plum, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3221,WFX-3221,"Cotton/Linen 70/30, 142 GSM, Coral, Solid",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3222,WFX-3222,"Cotton/Polyester 60/40, 220 GSM, Pink, Solid",French Terry Loopback,Dry clean only
TP-WFX-3223,WFX-3223,"Denim 12oz, 437 GSM, Charcoal, Solid",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3224,WFX-3224,"Cotton Canvas, 271 GSM, Red, Solid",Fleece Brushed,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3225,WFX-3225,"Denim 10oz, 252 GSM, Grey Melange, Printed",Satin Weave,"Hand wash only, dry flat in shade"
TP-WFX-3226,WFX-3226,"100% Cotton, 162 GSM, Beige, Solid",Dobby Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3227,WFX-3227,"Oxford Cotton, 129 GSM, Grey Melange, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3228,WFX-3228,"Cotton/Polyester 60/40, 204 GSM, Off White, Solid",Interlock,Dry clean only
TP-WFX-3229,WFX-3229,"Cotton Twill, 143 GSM, Black, Printed",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3230,WFX-3230,"Cotton Pique, 207 GSM, Grey Melange, Solid",Dobby Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3231,WFX-3231,"Linen, 147 GSM, Grey Melange, Solid",Interlock,Dry clean only
TP-WFX-3232,WFX-3232,"Cotton Fleece, 301 GSM, Black, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3233,WFX-3233,"Polyester Pique, 210 GSM, Maroon, Solid",Satin Weave,"Hand wash only, dry flat in shade"
TP-WFX-3234,WFX-3234,"Cotton/Spandex 95/5, 186 GSM, Navy, Printed",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3235,WFX-3235,"Denim 14oz, 451 GSM, Charcoal, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3236,WFX-3236,"Cotton Twill, 178 GSM, Red, Solid",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3237,WFX-3237,"Denim 12oz, 237 GSM, Lavender, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3238,WFX-3238,"Chambray, 129 GSM, Off White, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3239,WFX-3239,"Denim 14oz, 480 GSM, Charcoal, Solid",Interlock,"Machine wash cold inside out, do not iron print"
TP-WFX-3240,WFX-3240,"Polyester Crepe, 134 GSM, Lavender, Solid",Pique Knit,Dry clean only
TP-WFX-3241,WFX-3241,"Cotton/Linen 70/30, 119 GSM, Grey Melange, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3242,WFX-3242,"French Terry, 306 GSM, Black, Printed",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3243,WFX-3243,"Loopback Cotton, 290 GSM, Charcoal, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3244,WFX-3244,"Cotton Slub, 144 GSM, Forest Green, Printed",Plain Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3245,WFX-3245,"Polyester Pique, 211 GSM, Grey Melange, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3246,WFX-3246,"Cotton/Spandex 95/5, 222 GSM, Off White, Solid",French Terry Loopback,"Hand wash only, dry flat in shade"
TP-WFX-3247,WFX-3247,"Polyester Pique, 222 GSM, Sky Blue, Solid",Pique Knit,"Machine wash cold inside out, do not iron print"
TP-WFX-3248,WFX-3248,"Denim 12oz, 420 GSM, Grey Melange, Solid",Single Jersey,Dry clean only
TP-WFX-3249,WFX-3249,"Cotton Pique, 186 GSM, Navy, Solid",Fleece Brushed,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3250,WFX-3250,"Chambray, 133 GSM, Maroon, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3251,WFX-3251,"Viscose, 186 GSM, Black, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3252,WFX-3252,"Polyester Crepe, 210 GSM, Charcoal, Solid",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3253,WFX-3253,"Cotton/Linen 70/30, 110 GSM, Beige, Solid",Satin Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3254,WFX-3254,"Viscose, 250 GSM, Black, Solid",Plain Weave,"Hand wash only, dry flat in shade"
TP-WFX-3255,WFX-3255,"Cotton Pique, 232 GSM, Red, Solid",Twill Weave 3/1,"Hand wash only, dry flat in shade"
TP-WFX-3256,WFX-3256,"Polyester Shell, 286 GSM, Beige, Solid",Satin Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3257,WFX-3257,"Cotton Fleece, 362 GSM, Charcoal, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3258,WFX-3258,"French Terry, 319 GSM, Purple, Solid",French Terry Loopback,Dry clean only
TP-WFX-3259,WFX-3259,"Nylon Ripstop, 221 GSM, Grey Melange, Solid",Single Jersey,"Machine wash cold inside out, do not iron print"
TP-WFX-3260,WFX-3260,"Cotton Poplin, 136 GSM, Charcoal, Printed",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3261,WFX-3261,"French Terry, 242 GSM, Charcoal, Printed",French Terry Loopback,"Machine wash cold inside out, do not iron print"
TP-WFX-3262,WFX-3262,"Cotton Twill, 206 GSM, Charcoal, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3263,WFX-3263,"Chambray, 117 GSM, Off White, Solid",Dobby Weave,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3264,WFX-3264,"Polyester Pique, 193 GSM, Plum, Solid",Single Jersey,"Machine wash warm with like colors, line dry"
TP-WFX-3265,WFX-3265,"Cotton Slub, 166 GSM, Charcoal, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3266,WFX-3266,"Cotton Slub, 158 GSM, Off White, Solid",Pique Knit,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3267,WFX-3267,"French Terry, 367 GSM, Black, Solid",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3268,WFX-3268,"Cotton/Linen 70/30, 155 GSM, Plum, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3269,WFX-3269,"French Terry, 320 GSM, Grey Melange, Solid",Pique Knit,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3270,WFX-3270,"Denim 10oz, 178 GSM, White, Solid",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3271,WFX-3271,"French Terry, 324 GSM, Olive, Solid",Twill Weave 3/1,Dry clean only
TP-WFX-3272,WFX-3272,"Cotton Pique, 196 GSM, Maroon, Solid",Single Jersey,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3273,WFX-3273,"Chino Twill, 233 GSM, Charcoal, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3274,WFX-3274,"Loopback Cotton, 354 GSM, Purple, Solid",Single Jersey,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3275,WFX-3275,"Cotton Twill, 166 GSM, Grey Melange, Solid",Single Jersey,"Hand wash only, dry flat in shade"
TP-WFX-3276,WFX-3276,"Denim 10oz, 145 GSM, Brown, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3277,WFX-3277,"French Terry, 270 GSM, Charcoal, Printed",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3278,WFX-3278,"Linen, 174 GSM, Charcoal, Printed",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3279,WFX-3279,"Polyester Shell, 347 GSM, Pink, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3280,WFX-3280,"French Terry, 398 GSM, Charcoal, Printed",Pique Knit,"Machine wash warm with like colors, line dry"
TP-WFX-3281,WFX-3281,"Cotton Slub, 220 GSM, Charcoal, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3282,WFX-3282,"Stretch Denim 98/2, 373 GSM, Charcoal, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3283,WFX-3283,"Cotton Fleece, 337 GSM, Charcoal, Printed",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3284,WFX-3284,"Viscose, 160 GSM, Navy, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3285,WFX-3285,"Denim 10oz, 242 GSM, Charcoal, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3286,WFX-3286,"Nylon Ripstop, 225 GSM, Teal, Solid",Interlock,Dry clean only
TP-WFX-3287,WFX-3287,"Denim 10oz, 243 GSM, Off White, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3288,WFX-3288,"Nylon Ripstop, 246 GSM, Grey Melange, Solid",Dobby Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3289,WFX-3289,"Nylon Ripstop, 170 GSM, Indigo, Solid",French Terry Loopback,"Hand wash only, dry flat in shade"
TP-WFX-3290,WFX-3290,"Polyester Crepe, 212 GSM, Grey Melange, Printed",Twill Weave 3/1,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3291,WFX-3291,"Cotton Fleece, 339 GSM, Red, Solid",French Terry Loopback,"Machine wash warm with like colors, line dry"
TP-WFX-3292,WFX-3292,"Cotton Poplin, 157 GSM, Plum, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3293,WFX-3293,"French Terry, 198 GSM, Red, Printed",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3294,WFX-3294,"Cotton Twill, 227 GSM, Black, Solid",Interlock,"Hand wash only, dry flat in shade"
TP-WFX-3295,WFX-3295,"Cotton Twill, 190 GSM, Grey Melange, Solid",Fleece Brushed,"Machine wash warm with like colors, line dry"
TP-WFX-3296,WFX-3296,"Denim 12oz, 321 GSM, Indigo, Printed",2x2 Rib,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3297,WFX-3297,"Polyester Pique, 192 GSM, Blue, Solid",Interlock,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3298,WFX-3298,"Cotton Poplin, 129 GSM, Grey Melange, Solid",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3299,WFX-3299,"French Terry, 369 GSM, Charcoal, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3300,WFX-3300,"Cotton Slub, 146 GSM, Off White, Solid",2x2 Rib,"Machine wash cold inside out, do not iron print"
TP-WFX-3301,WFX-3301,"Cotton Twill, 222 GSM, Plum, Solid",Satin Weave,"Machine wash warm with like colors, line dry"
TP-WFX-3302,WFX-3302,"Chambray, 111 GSM, Grey Melange, Printed",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3303,WFX-3303,"Cotton Canvas, 379 GSM, Grey Melange, Solid",Twill Weave 3/1,"Machine wash warm with like colors, line dry"
TP-WFX-3304,WFX-3304,"Polyester Pique, 192 GSM, Blue, Solid",Dobby Weave,Dry clean only
TP-WFX-3305,WFX-3305,"Denim 14oz, 439 GSM, Charcoal, Solid",Fleece Brushed,"Hand wash only, dry flat in shade"
TP-WFX-3306,WFX-3306,"Polyester Shell, 292 GSM, Charcoal, Solid",Plain Weave,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3307,WFX-3307,"Linen, 162 GSM, Brown, Solid",French Terry Loopback,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3308,WFX-3308,"Nylon Taslan, 311 GSM, Black, Printed",Pique Knit,Dry clean only
TP-WFX-3309,WFX-3309,"Cotton/Spandex 95/5, 187 GSM, Charcoal, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3310,WFX-3310,"Cotton Pique, 229 GSM, Brown, Solid",2x2 Rib,"Hand wash only, dry flat in shade"
TP-WFX-3311,WFX-3311,"Denim 10oz, 247 GSM, Indigo, Printed",Satin Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3312,WFX-3312,"Cotton Fleece, 360 GSM, Grey Melange, Printed",Dobby Weave,Dry clean only
TP-WFX-3313,WFX-3313,"Nylon Taslan, 259 GSM, Navy, Solid",2x2 Rib,"Machine wash cold inside out, do not iron print"
TP-WFX-3314,WFX-3314,"Cotton Twill, 171 GSM, Black, Solid",2x2 Rib,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3315,WFX-3315,"Organic Cotton, 193 GSM, Sky Blue, Solid",Plain Weave,"Machine wash cold inside out, do not iron print"
TP-WFX-3316,WFX-3316,"Cotton/Linen 70/30, 136 GSM, Grey Melange, Printed",Pique Knit,"Machine wash cold gentle cycle, medium iron"
TP-WFX-3317,WFX-3317,"Cotton Twill, 258 GSM, Black, Solid",Plain Weave,Dry clean only
TP-WFX-3318,WFX-3318,"Viscose, 195 GSM, Beige, Solid",Interlock,"Machine wash warm with like colors, line dry"
TP-WFX-3319,WFX-3319,"Poly/Viscose Suiting, 284 GSM, Charcoal, Printed",French Terry Loopback,"Machine wash cold, tumble dry low, do not bleach"
TP-WFX-3320,WFX-3320,"Cotton Twill, 235 GSM, Grey Melange, Solid",Interlock,"Machine wash warm with like colors, line dry"
