order_number,buyer,style_number,quantity,unit_price,shipment_date,status
SO-00990,Rhine Mode GmbH,WFX-3455,5000,816.14,2025-05-26,Confirmed
SO-00991,Outback Outfitters,WFX-3380,1500,954.39,2025-07-10,Delivered
SO-00992,Outback Outfitters,WFX-2735,1500,1116.88,2025-03-10,In Production
SO-00993,Maple Leaf Fashion,WFX-2738,300,1097.53,2025-06-30,Shipped
SO-00994,Gulf Fashion Trading,WFX-2796,5000,1105.57,2025-06-21,Delivered
SO-00995,Nordic Retail AB,WFX-2742,1000,1342.15,2025-03-20,Shipped
SO-00996,Maple Leaf Fashion,WFX-2569,1500,991.89,2025-07-03,Delivered
SO-00997,Maple Leaf Fashion,WFX-3047,5000,1941.63,2026-01-13,Shipped
SO-00998,Thames & Co,WFX-3241,800,988.68,2025-07-11,Shipped
SO-00999,Nordic Retail AB,WFX-2752,2000,848.33,2025-10-06,Delivered
SO-01000,Nordic Retail AB,WFX-3026,300,958.01,2025-06-21,In Production
SO-01001,Iberia Moda SL,WFX-2550,800,655.43,2025-09-05,Delivered
SO-01002,Lion City Apparel,WFX-3383,2000,573.31,2025-10-13,Shipped
SO-01003,Bayside Brands,WFX-2974,5000,1093.58,2025-04-23,In Production
SO-01004,Bayside Brands,WFX-3231,800,810.1,2025-02-13,Shipped
SO-01005,Outback Outfitters,WFX-2569,800,991.89,2026-04-17,Confirmed
SO-01006,Iberia Moda SL,WFX-3042,3000,1519.11,2026-02-18,Shipped
SO-01007,Gulf Fashion Trading,WFX-3411,5000,1157.61,2026-06-17,Cancelled
SO-01008,Lion City Apparel,WFX-2863,3000,724.43,2026-06-21,Delivered
SO-01009,Outback Outfitters,WFX-3460,800,736.77,2026-05-27,Shipped
SO-01010,Nordic Retail AB,WFX-2630,1000,715.83,2026-01-12,Confirmed
SO-01011,Rhine Mode GmbH,WFX-3363,500,1376.3,2026-02-27,Shipped
SO-01012,Outback Outfitters,WFX-2892,1500,2323.76,2025-11-19,In Production
SO-01013,Bayside Brands,WFX-2999,300,853.5,2026-10-16,In Production
SO-01014,Thames & Co,WFX-3269,5000,2134.23,2025-05-24,Delivered
SO-01015,Rhine Mode GmbH,WFX-3165,3000,1386.98,2025-01-17,In Production
SO-01016,Bayside Brands,WFX-3423,5000,1702.13,2026-02-13,In Production
SO-01017,Alpine Casuals SA,WFX-2978,5000,385.15,2025-07-29,In Production
SO-01018,Thames & Co,WFX-2975,3000,1475.23,2025-09-09,Cancelled
SO-01019,Thames & Co,WFX-3471,500,1803.57,2025-02-24,In Production
SO-01020,Iberia Moda SL,WFX-2859,3000,1544.02,2026-03-20,Delivered
SO-01021,Lion City Apparel,WFX-2580,1500,1276.24,2026-06-09,In Production
SO-01022,Iberia Moda SL,WFX-3065,300,917.82,2026-05-06,Delivered
SO-01023,Sakura Style KK,WFX-2570,2000,720.06,2026-06-03,In Production
SO-01024,Nordic Retail AB,WFX-2670,500,824.45,2026-12-30,Confirmed
SO-01025,Rhine Mode GmbH,WFX-3076,300,454.98,2025-08-12,Confirmed
SO-01026,Gulf Fashion Trading,WFX-3146,2000,548.62,2026-02-18,Confirmed
SO-01027,Lion City Apparel,WFX-2843,5000,1035.75,2025-12-01,In Production
SO-01028,Sakura Style KK,WFX-2792,300,1192.55,2026-08-23,Delivered
SO-01029,Iberia Moda SL,WFX-2627,5000,1828.32,2026-06-11,Shipped
SO-01030,Prairie Wholesale Inc,WFX-2538,500,808.78,2025-06-07,Cancelled
SO-01031,Outback Outfitters,WFX-3456,2000,848.8,2026-03-27,Delivered
SO-01032,Alpine Casuals SA,WFX-3250,1500,1006.36,2025-07-21,Confirmed
SO-01033,Lion City Apparel,WFX-2596,3000,2742.92,2025-08-14,In Production
SO-01034,Nordic Retail AB,WFX-2543,1500,1459.12,2025-05-17,Confirmed
SO-01035,Outback Outfitters,WFX-2700,1000,733.47,2025-06-05,Shipped
SO-01036,Gulf Fashion Trading,WFX-2938,1500,1597.31,2025-08-04,Cancelled
SO-01037,Maple Leaf Fashion,WFX-2501,800,900.19,2025-09-29,Delivered
SO-01038,Iberia Moda SL,WFX-3245,500,807.65,2025-06-19,In Production
SO-01039,Prairie Wholesale Inc,WFX-3448,5000,2384.33,2026-11-17,Confirmed
SO-01040,Sakura Style KK,WFX-2971,2000,2898.31,2025-09-22,Delivered
SO-01041,Gulf Fashion Trading,WFX-3091,2000,894.44,2025-12-01,Shipped
SO-01042,Thames & Co,WFX-3040,1500,1492.76,2025-09-09,Delivered
SO-01043,Nordic Retail AB,WFX-2732,3000,1523.77,2025-12-03,Shipped
SO-01044,Gulf Fashion Trading,WFX-3463,1500,1436.61,2026-02-19,Shipped
SO-01045,Lion City Apparel,WFX-2553,1500,1480.22,2025-09-21,Delivered
SO-01046,Thames & Co,WFX-2610,1000,1037.77,2025-08-13,Delivered
SO-01047,Bayside Brands,WFX-3402,5000,1379.73,2025-04-11,Delivered
SO-01048,Gulf Fashion Trading,WFX-3215,2000,2216.63,2026-02-14,Shipped
SO-01049,Lion City Apparel,WFX-2930,2000,1366.0,2025-09-06,In Production
SO-01050,Lion City Apparel,WFX-2667,5000,869.32,2026-11-10,Delivered
SO-01051,Sakura Style KK,WFX-2568,300,1145.18,2026-03-19,Shipped
SO-01052,Outback Outfitters,WFX-2658,5000,1087.02,2025-12-08,Cancelled
SO-01053,Sakura Style KK,WFX-3461,500,703.81,2026-05-14,In Production
SO-01054,Iberia Moda SL,WFX-3401,3000,720.8,2026-02-20,Shipped
SO-01055,Bayside Brands,WFX-2941,1500,762.13,2025-06-18,In Production
SO-01056,Thames & Co,WFX-2845,2000,666.33,2025-03-26,Shipped
SO-01057,Maple Leaf Fashion,WFX-2604,500,1527.12,2025-01-09,Delivered
SO-01058,Gulf Fashion Trading,WFX-2654,3000,997.1,2025-04-05,Shipped
SO-01059,Alpine Casuals SA,WFX-3457,800,824.41,2025-01-03,Cancelled
SO-01060,Thames & Co,WFX-2983,300,978.96,2026-01-11,Confirmed
SO-01061,Prairie Wholesale Inc,WFX-3196,2000,780.37,2025-03-31,Delivered
SO-01062,Thames & Co,WFX-2542,1500,1417.35,2025-02-09,In Production
SO-01063,Maple Leaf Fashion,WFX-3097,300,1653.34,2025-07-16,Shipped
SO-01064,Thames & Co,WFX-3309,3000,759.47,2026-05-18,Delivered
SO-01065,Rhine Mode GmbH,WFX-2611,1500,848.87,2026-06-23,Shipped
SO-01066,Lion City Apparel,WFX-2574,1500,2702.4,2026-04-19,Confirmed
SO-01067,Rhine Mode GmbH,WFX-3121,800,1178.82,2026-12-18,Shipped
SO-01068,Maple Leaf Fashion,WFX-3028,5000,1217.4,2026-12-07,Shipped
SO-01069,Nordic Retail AB,WFX-2791,3000,1168.63,2026-11-12,Delivered
SO-01070,Alpine Casuals SA,WFX-2667,5000,869.32,2026-01-03,Delivered
SO-01071,Gulf Fashion Trading,WFX-3475,1500,634.11,2026-12-24,In Production
SO-01072,Outback Outfitters,WFX-3335,3000,1054.23,2025-08-29,Delivered
SO-01073,Rhine Mode GmbH,WFX-3314,2000,1284.08,2026-04-18,In Production
SO-01074,Alpine Casuals SA,WFX-2653,800,1137.95,2025-03-02,Confirmed
SO-01075,Maple Leaf Fashion,WFX-3102,800,472.68,2026-04-05,Confirmed
SO-01076,Thames & Co,WFX-2630,500,715.83,2025-12-07,In Production
SO-01077,Sakura Style KK,WFX-3205,1000,1355.0,2026-03-22,Delivered
SO-01078,Maple Leaf Fashion,WFX-2920,1500,1322.09,2025-08-03,Delivered
SO-01079,Iberia Moda SL,WFX-3418,300,1207.91,2026-02-05,In Production
SO-01080,Sakura Style KK,WFX-2697,500,756.94,2025-09-16,Confirmed
SO-01081,Thames & Co,WFX-2899,5000,749.21,2026-02-12,Shipped
SO-01082,Alpine Casuals SA,WFX-3303,2000,3115.04,2025-12-01,Shipped
SO-01083,Alpine Casuals SA,WFX-3264,3000,809.16,2026-08-04,Delivered
SO-01084,Alpine Casuals SA,WFX-3389,800,956.59,2025-06-18,Confirmed
SO-01085,Rhine Mode GmbH,WFX-3478,3000,1738.01,2025-12-09,Confirmed
SO-01086,Nordic Retail AB,WFX-2652,800,1165.34,2026-09-11,In Production
SO-01087,Rhine Mode GmbH,WFX-3008,1000,1350.16,2026-03-04,Delivered
SO-01088,Nordic Retail AB,WFX-2540,2000,1257.89,2026-09-22,Delivered
SO-01089,Sakura Style KK,WFX-2882,300,1015.19,2026-05-29,Confirmed
SO-01090,Bayside Brands,WFX-2707,800,1266.62,2026-11-06,In Production
SO-01091,Alpine Casuals SA,WFX-3379,1500,1381.81,2026-06-26,Shipped
SO-01092,Lion City Apparel,WFX-3105,1000,975.5,2025-02-10,Shipped
SO-01093,Alpine Casuals SA,WFX-2966,1500,1966.56,2026-04-13,Shipped
SO-01094,Rhine Mode GmbH,WFX-2546,2000,1564.9,2026-08-27,Confirmed
SO-01095,Maple Leaf Fashion,WFX-3143,5000,436.25,2026-03-04,Delivered
SO-01096,Iberia Moda SL,WFX-3452,1000,1592.69,2026-08-29,Delivered
SO-01097,Iberia Moda SL,WFX-2729,1500,1831.55,2026-10-30,In Production
SO-01098,Nordic Retail AB,WFX-3373,1000,840.68,2026-08-17,Delivered
SO-01099,Outback Outfitters,WFX-2761,1500,762.51,2025-08-23,Confirmed
SO-01100,Bayside Brands,WFX-2542,5000,1417.35,2025-01-03,In Production
SO-01101,Nordic Retail AB,WFX-2941,500,762.13,2025-10-08,Delivered
SO-01102,Gulf Fashion Trading,WFX-3049,3000,1544.78,2026-10-18,Confirmed
SO-01103,Rhine Mode GmbH,WFX-3307,300,851.22,2026-08-18,Shipped
SO-01104,Gulf Fashion Trading,WFX-2719,1500,1213.44,2025-08-29,Delivered
SO-01105,Outback Outfitters,WFX-3448,2000,2384.33,2026-11-03,In Production
SO-01106,Nordic Retail AB,WFX-2706,3000,1597.6,2026-10-25,Confirmed
SO-01107,Iberia Moda SL,WFX-2752,300,848.33,2025-09-22,Confirmed
SO-01108,Prairie Wholesale Inc,WFX-2674,1500,3853.75,2026-03-02,Delivered
SO-01109,Outback Outfitters,WFX-2666,1000,2808.2,2026-01-06,Delivered
SO-01110,Rhine Mode GmbH,WFX-2600,1500,585.8,2026-12-10,Cancelled
SO-01111,Prairie Wholesale Inc,WFX-3062,500,962.41,2025-06-09,Confirmed
SO-01112,Maple Leaf Fashion,WFX-3395,300,771.72,2025-03-09,Cancelled
SO-01113,Rhine Mode GmbH,WFX-3298,800,1080.71,2026-04-08,Confirmed
SO-01114,Maple Leaf Fashion,WFX-2846,5000,1294.63,2026-05-08,Shipped
SO-01115,Lion City Apparel,WFX-3185,1500,631.52,2025-12-31,Delivered
SO-01116,Maple Leaf Fashion,WFX-3308,2000,3028.11,2025-07-13,In Production
SO-01117,Rhine Mode GmbH,WFX-3059,300,1235.56,2026-09-28,Delivered
SO-01118,Maple Leaf Fashion,WFX-3324,500,1973.42,2025-12-17,In Production
SO-01119,Gulf Fashion Trading,WFX-2665,1000,2284.04,2026-10-09,Shipped
SO-01120,Nordic Retail AB,WFX-2860,2000,623.47,2026-03-19,Delivered
SO-01121,Gulf Fashion Trading,WFX-2607,3000,608.57,2025-07-14,In Production
SO-01122,Prairie Wholesale Inc,WFX-3136,5000,1778.83,2026-12-16,Delivered
SO-01123,Alpine Casuals SA,WFX-2569,1000,991.89,2026-05-22,Delivered
SO-01124,Iberia Moda SL,WFX-3071,3000,1322.39,2026-01-13,In Production
SO-01125,Nordic Retail AB,WFX-2704,300,1240.8,2025-01-04,Shipped
SO-01126,Sakura Style KK,WFX-3085,300,894.91,2026-01-17,Cancelled
SO-01127,Sakura Style KK,WFX-3165,3000,1386.98,2025-01-08,Delivered
SO-01128,Sakura Style KK,WFX-3493,5000,1176.47,2025-04-09,Confirmed
SO-01129,Gulf Fashion Trading,WFX-3109,500,883.85,2026-04-30,Shipped
SO-01130,Gulf Fashion Trading,WFX-3007,2000,928.57,2025-02-03,Confirmed
SO-01131,Prairie Wholesale Inc,WFX-3306,2000,2251.3,2026-07-04,In Production
SO-01132,Outback Outfitters,WFX-3342,1500,2003.11,2025-04-20,Confirmed
SO-01133,Rhine Mode GmbH,WFX-2557,800,382.49,2026-01-24,Delivered
SO-01134,Rhine Mode GmbH,WFX-2657,2000,900.56,2025-03-18,Delivered
SO-01135,Gulf Fashion Trading,WFX-3499,2000,1350.02,2025-11-12,Confirmed
SO-01136,Rhine Mode GmbH,WFX-3257,3000,1740.56,2025-10-19,Confirmed
SO-01137,Thames & Co,WFX-2836,500,1045.95,2026-06-22,Delivered
SO-01138,Lion City Apparel,WFX-3118,500,2077.12,2025-04-08,In Production
SO-01139,Rhine Mode GmbH,WFX-3499,2000,1350.02,2025-05-07,In Production
SO-01140,Lion City Apparel,WFX-2688,1000,629.96,2025-03-22,Shipped
SO-01141,Nordic Retail AB,WFX-2738,1500,1097.53,2026-07-18,In Production
SO-01142,Gulf Fashion Trading,WFX-3273,500,1698.93,2026-07-17,Delivered
SO-01143,Lion City Apparel,WFX-3458,1500,1324.51,2026-11-05,Delivered
SO-01144,Maple Leaf Fashion,WFX-2805,3000,2939.61,2025-02-11,Delivered
SO-01145,Outback Outfitters,WFX-2820,500,1301.28,2025-10-03,Delivered
SO-01146,Nordic Retail AB,WFX-3259,800,901.32,2026-08-26,Confirmed
SO-01147,Maple Leaf Fashion,WFX-2505,5000,1669.07,2026-01-05,Confirmed
SO-01148,Gulf Fashion Trading,WFX-2916,500,1149.49,2026-08-29,In Production
SO-01149,Gulf Fashion Trading,WFX-3463,1000,1436.61,2025-06-22,Confirmed
SO-01150,Prairie Wholesale Inc,WFX-2690,500,1102.26,2025-01-18,Shipped
SO-01151,Bayside Brands,WFX-2982,800,1087.81,2026-11-30,In Production
SO-01152,Bayside Brands,WFX-3022,3000,974.32,2026-06-20,Confirmed
SO-01153,Rhine Mode GmbH,WFX-3397,1000,662.12,2025-09-01,Shipped
SO-01154,Outback Outfitters,WFX-2561,1000,746.89,2026-02-02,Shipped
SO-01155,Gulf Fashion Trading,WFX-2698,1500,657.19,2026-02-19,In Production
SO-01156,Lion City Apparel,WFX-3498,3000,800.67,2025-10-22,Delivered
SO-01157,Bayside Brands,WFX-2776,500,669.47,2025-09-19,Delivered
SO-01158,Lion City Apparel,WFX-3164,5000,1178.25,2025-04-28,Confirmed
SO-01159,Lion City Apparel,WFX-2916,1000,1149.49,2026-12-09,Delivered
SO-01160,Lion City Apparel,WFX-2632,800,1191.5,2026-08-18,Delivered
SO-01161,Prairie Wholesale Inc,WFX-2623,1000,1545.43,2025-02-11,Confirmed
SO-01162,Bayside Brands,WFX-2737,300,1363.3,2026-12-02,Delivered
SO-01163,Thames & Co,WFX-2905,1000,2422.04,2025-04-26,In Production
SO-01164,Nordic Retail AB,WFX-3089,1000,1101.35,2026-12-14,Delivered
SO-01165,Outback Outfitters,WFX-2515,500,785.99,2026-04-03,In Production
SO-01166,Thames & Co,WFX-2648,500,2721.57,2025-11-29,Delivered
SO-01167,Outback Outfitters,WFX-2921,1500,800.9,2025-07-26,Shipped
SO-01168,Prairie Wholesale Inc,WFX-3379,800,1381.81,2025-12-28,In Production
SO-01169,Prairie Wholesale Inc,WFX-2693,1000,1257.02,2025-10-08,Shipped
SO-01170,Nordic Retail AB,WFX-2948,1500,703.09,2026-04-20,Confirmed
SO-01171,Nordic Retail AB,WFX-2663,300,1111.54,2026-06-21,Delivered
SO-01172,Bayside Brands,WFX-2797,3000,1062.91,2025-10-22,Confirmed
SO-01173,Rhine Mode GmbH,WFX-2645,1500,1333.47,2025-01-15,In Production
SO-01174,Gulf Fashion Trading,WFX-2985,500,1103.23,2025-12-23,Shipped
SO-01175,Prairie Wholesale Inc,WFX-2811,1000,1475.22,2026-12-06,Shipped
SO-01176,Rhine Mode GmbH,WFX-3385,5000,900.57,2025-10-04,Cancelled
SO-01177,Iberia Moda SL,WFX-2665,1000,2284.04,2025-05-17,Shipped
SO-01178,Bayside Brands,WFX-2518,5000,1425.3,2026-07-19,In Production
SO-01179,Prairie Wholesale Inc,WFX-3022,800,974.32,2026-01-15,Confirmed
SO-01180,Rhine Mode GmbH,WFX-3035,500,1313.7,2026-11-06,In Production
SO-01181,Rhine Mode GmbH,WFX-3029,3000,1604.44,2026-08-04,Confirmed
SO-01182,Maple Leaf Fashion,WFX-3481,1000,2244.96,2025-09-16,Delivered
SO-01183,Bayside Brands,WFX-3330,800,841.27,2026-06-26,Shipped
SO-01184,Thames & Co,WFX-2504,300,1072.43,2026-12-08,In Production
SO-01185,Gulf Fashion Trading,WFX-3289,3000,1134.72,2025-01-02,Shipped
SO-01186,Bayside Brands,WFX-2993,800,669.71,2025-11-10,Confirmed
SO-01187,Outback Outfitters,WFX-3239,1500,986.96,2025-10-06,Delivered
SO-01188,Bayside Brands,WFX-3101,3000,1947.68,2026-09-09,Delivered
SO-01189,Lion City Apparel,WFX-3079,2000,3795.91,2026-04-29,Confirmed
SO-01190,Bayside Brands,WFX-3140,1000,1232.94,2025-12-11,In Production
SO-01191,Iberia Moda SL,WFX-2866,1000,698.99,2026-05-20,Shipped
SO-01192,Outback Outfitters,WFX-2734,300,688.18,2025-04-16,Delivered
SO-01193,Thames & Co,WFX-3079,1000,3795.91,2025-02-14,Shipped
SO-01194,Iberia Moda SL,WFX-2710,3000,910.01,2025-03-16,Shipped
SO-01195,Prairie Wholesale Inc,WFX-2606,5000,1236.37,2025-08-15,Delivered
SO-01196,Bayside Brands,WFX-3256,1000,2337.09,2025-02-07,In Production
SO-01197,Nordic Retail AB,WFX-2763,3000,817.56,2025-10-15,Confirmed
SO-01198,Lion City Apparel,WFX-3159,5000,1827.59,2025-04-06,Delivered
SO-01199,Bayside Brands,WFX-2849,500,2255.31,2025-09-14,Confirmed
SO-01200,Lion City Apparel,WFX-3311,1000,1563.49,2026-12-07,Confirmed
SO-01201,Gulf Fashion Trading,WFX-2784,800,600.61,2026-12-14,Delivered
SO-01202,Nordic Retail AB,WFX-3247,5000,1366.22,2025-08-10,Delivered
SO-01203,Outback Outfitters,WFX-3315,2000,575.9,2026-05-31,Confirmed
SO-01204,Bayside Brands,WFX-3097,1500,1653.34,2026-12-15,Confirmed
SO-01205,Sakura Style KK,WFX-2858,5000,1551.88,2025-06-18,Shipped
SO-01206,Alpine Casuals SA,WFX-2528,500,1235.24,2026-08-09,Cancelled
SO-01207,Prairie Wholesale Inc,WFX-2522,1500,1115.21,2025-06-10,In Production
SO-01208,Alpine Casuals SA,WFX-2740,300,1366.9,2025-07-20,Delivered
SO-01209,Bayside Brands,WFX-3348,1000,1991.76,2026-04-17,Confirmed
SO-01210,Prairie Wholesale Inc,WFX-2563,5000,1364.82,2025-05-18,In Production
SO-01211,Maple Leaf Fashion,WFX-2533,1000,3368.79,2025-11-03,In Production
SO-01212,Prairie Wholesale Inc,WFX-3355,3000,3434.48,2025-03-06,In Production
SO-01213,Thames & Co,WFX-3354,5000,819.95,2025-06-25,In Production
SO-01214,Nordic Retail AB,WFX-2884,800,954.08,2026-03-07,Delivered
SO-01215,Maple Leaf Fashion,WFX-2612,800,605.82,2025-06-07,In Production
SO-01216,Maple Leaf Fashion,WFX-2926,3000,517.43,2025-06-20,In Production
SO-01217,Alpine Casuals SA,WFX-2773,2000,1044.79,2025-06-11,Delivered
SO-01218,Lion City Apparel,WFX-3349,1000,549.11,2026-03-12,Cancelled
SO-01219,Lion City Apparel,WFX-2677,5000,942.84,2025-09-24,In Production
SO-01220,Bayside Brands,WFX-3121,300,1178.82,2025-10-30,In Production
SO-01221,Gulf Fashion Trading,WFX-2885,5000,1276.06,2026-08-19,Delivered
SO-01222,Alpine Casuals SA,WFX-2619,800,403.07,2025-08-24,Delivered
SO-01223,Alpine Casuals SA,WFX-3255,500,1059.62,2026-02-09,Shipped
SO-01224,Prairie Wholesale Inc,WFX-3432,800,2171.66,2025-07-04,Confirmed
SO-01225,Bayside Brands,WFX-3052,800,1814.61,2025-02-21,In Production
SO-01226,Lion City Apparel,WFX-3021,500,2008.07,2026-07-20,In Production
SO-01227,Sakura Style KK,WFX-2586,500,1150.2,2025-12-07,In Production
SO-01228,Thames & Co,WFX-3063,800,1156.6,2026-05-18,Confirmed
SO-01229,Bayside Brands,WFX-3371,800,671.82,2025-08-14,Delivered
SO-01230,Prairie Wholesale Inc,WFX-3216,500,764.04,2026-10-02,Shipped
SO-01231,Maple Leaf Fashion,WFX-2953,3000,934.57,2026-07-14,Delivered
SO-01232,Alpine Casuals SA,WFX-2583,2000,630.04,2026-11-29,Shipped
SO-01233,Sakura Style KK,WFX-2783,300,310.9,2025-01-12,Confirmed
SO-01234,Nordic Retail AB,WFX-3299,300,1419.14,2025-02-01,Delivered
SO-01235,Sakura Style KK,WFX-2586,800,1150.2,2026-10-15,Delivered
SO-01236,Maple Leaf Fashion,WFX-3100,500,1345.37,2026-05-08,Delivered
SO-01237,Maple Leaf Fashion,WFX-3476,5000,399.46,2026-07-06,Delivered
SO-01238,Sakura Style KK,WFX-3164,300,1178.25,2026-09-12,Delivered
SO-01239,Alpine Casuals SA,WFX-2527,800,1385.2,2025-11-17,Cancelled
SO-01240,Prairie Wholesale Inc,WFX-2889,500,2417.54,2026-06-01,Delivered
SO-01241,Rhine Mode GmbH,WFX-3162,1500,1456.99,2025-03-29,In Production
SO-01242,Thames & Co,WFX-3059,5000,1235.56,2026-06-19,In Production
SO-01243,Maple Leaf Fashion,WFX-3433,800,896.37,2025-10-23,In Production
SO-01244,Lion City Apparel,WFX-3014,300,961.89,2026-04-26,In Production
SO-01245,Gulf Fashion Trading,WFX-2542,3000,1417.35,2025-02-15,Shipped
SO-01246,Nordic Retail AB,WFX-3114,300,1098.2,2025-09-09,Delivered
SO-01247,Sakura Style KK,WFX-2887,2000,1936.77,2026-06-13,Confirmed
SO-01248,Gulf Fashion Trading,WFX-2782,800,946.47,2026-07-31,Shipped
SO-01249,Bayside Brands,WFX-2626,3000,1612.52,2025-10-03,Confirmed
SO-01250,Bayside Brands,WFX-3024,2000,864.29,2025-02-20,In Production
SO-01251,Rhine Mode GmbH,WFX-2875,800,1120.74,2026-01-20,Delivered
SO-01252,Nordic Retail AB,WFX-3248,300,1605.24,2025-02-24,Shipped
SO-01253,Bayside Brands,WFX-2917,1000,2196.83,2026-09-21,Shipped
SO-01254,Iberia Moda SL,WFX-3072,2000,1805.43,2025-01-18,Delivered
SO-01255,Lion City Apparel,WFX-3291,800,1705.65,2025-03-04,Confirmed
SO-01256,Nordic Retail AB,WFX-2775,500,1364.68,2025-09-16,Delivered
SO-01257,Gulf Fashion Trading,WFX-3355,500,3434.48,2026-06-26,Delivered
SO-01258,Nordic Retail AB,WFX-3257,1500,1740.56,2025-09-22,Shipped
SO-01259,Prairie Wholesale Inc,WFX-3486,800,921.47,2026-05-01,Shipped
SO-01260,Bayside Brands,WFX-3011,1000,1168.11,2025-07-12,In Production
SO-01261,Prairie Wholesale Inc,WFX-3042,500,1519.11,2025-09-06,In Production
SO-01262,Prairie Wholesale Inc,WFX-2659,500,1268.57,2026-02-14,Confirmed
SO-01263,Prairie Wholesale Inc,WFX-3134,1500,621.36,2026-06-19,Delivered
SO-01264,Prairie Wholesale Inc,WFX-3086,1500,523.61,2025-06-12,Shipped
SO-01265,Bayside Brands,WFX-2522,3000,1115.21,2025-05-14,Delivered
SO-01266,Alpine Casuals SA,WFX-2878,3000,1519.2,2025-11-14,In Production
SO-01267,Rhine Mode GmbH,WFX-3484,500,1032.8,2025-02-11,Shipped
SO-01268,Outback Outfitters,WFX-3342,1500,2003.11,2026-10-09,Delivered
SO-01269,Thames & Co,WFX-2900,2000,1826.99,2026-01-18,Delivered
SO-01270,Rhine Mode GmbH,WFX-3276,300,1266.59,2025-08-23,In Production
SO-01271,Prairie Wholesale Inc,WFX-3239,2000,986.96,2026-12-01,In Production
SO-01272,Rhine Mode GmbH,WFX-2692,1000,1546.58,2025-01-24,Cancelled
SO-01273,Maple Leaf Fashion,WFX-3185,5000,631.52,2026-02-26,In Production
SO-01274,Rhine Mode GmbH,WFX-3312,1500,929.01,2026-06-28,Shipped
SO-01275,Nordic Retail AB,WFX-3018,1000,2863.06,2026-01-13,Delivered
SO-01276,Gulf Fashion Trading,WFX-2748,800,2919.54,2025-10-10,Delivered
SO-01277,Alpine Casuals SA,WFX-2840,800,2989.58,2026-12-15,Shipped
SO-01278,Prairie Wholesale Inc,WFX-2564,2000,1465.01,2026-12-05,Confirmed
SO-01279,Nordic Retail AB,WFX-3155,1500,758.34,2025-08-10,In Production
SO-01280,Sakura Style KK,WFX-2714,1000,774.75,2025-09-21,Delivered
SO-01281,Sakura Style KK,WFX-3102,500,472.68,2025-08-16,In Production
SO-01282,Thames & Co,WFX-3327,500,1412.46,2026-12-30,Confirmed
SO-01283,Iberia Moda SL,WFX-3115,5000,1154.56,2025-05-07,Delivered
SO-01284,Nordic Retail AB,WFX-3058,1000,562.15,2025-04-04,In Production
SO-01285,Prairie Wholesale Inc,WFX-3147,1000,738.4,2025-05-18,Shipped
SO-01286,Prairie Wholesale Inc,WFX-2915,2000,949.13,2025-02-10,Cancelled
SO-01287,Outback Outfitters,WFX-3404,300,2185.17,2025-03-27,Delivered
SO-01288,Lion City Apparel,WFX-3441,5000,1693.85,2025-12-02,Delivered
SO-01289,Maple Leaf Fashion,WFX-2899,5000,749.21,2026-02-21,Cancelled
SO-01290,Gulf Fashion Trading,WFX-3298,300,1080.71,2025-07-09,Confirmed
SO-01291,Nordic Retail AB,WFX-2714,300,774.75,2025-12-09,Shipped
SO-01292,Outback Outfitters,WFX-3298,500,1080.71,2026-09-04,Shipped
SO-01293,Nordic Retail AB,WFX-3037,1000,658.17,2025-12-08,Delivered
SO-01294,Prairie Wholesale Inc,WFX-2984,5000,810.85,2025-10-18,In Production
SO-01295,Lion City Apparel,WFX-3343,500,981.43,2026-03-02,Cancelled
SO-01296,Nordic Retail AB,WFX-3439,1000,879.68,2026-09-17,In Production
SO-01297,Sakura Style KK,WFX-3312,800,929.01,2025-03-20,Delivered
SO-01298,Lion City Apparel,WFX-2819,500,933.12,2026-06-23,Delivered
SO-01299,Lion City Apparel,WFX-3155,1500,758.34,2025-10-27,Confirmed
SO-01300,Bayside Brands,WFX-2732,3000,1523.77,2025-12-18,Shipped
SO-01301,Nordic Retail AB,WFX-3359,800,2932.14,2026-02-22,Delivered
SO-01302,Thames & Co,WFX-2700,800,733.47,2026-09-14,Delivered
SO-01303,Gulf Fashion Trading,WFX-3117,800,688.41,2026-04-08,Confirmed
SO-01304,Sakura Style KK,WFX-2782,2000,946.47,2025-04-05,Shipped
SO-01305,Nordic Retail AB,WFX-2762,1500,1159.83,2026-07-03,Confirmed
SO-01306,Alpine Casuals SA,WFX-2918,300,872.17,2026-10-08,Delivered
SO-01307,Sakura Style KK,WFX-2522,1000,1115.21,2026-02-09,Shipped
SO-01308,Outback Outfitters,WFX-2939,300,2122.22,2025-04-09,Shipped
SO-01309,Alpine Casuals SA,WFX-2620,800,1330.63,2025-01-19,Shipped
SO-01310,Nordic Retail AB,WFX-3462,1000,1522.53,2025-02-26,Delivered
SO-01311,Bayside Brands,WFX-3033,2000,493.4,2026-09-15,In Production
SO-01312,Nordic Retail AB,WFX-2591,3000,2649.47,2026-04-12,In Production
SO-01313,Sakura Style KK,WFX-2575,1000,1150.13,2025-06-29,Confirmed
SO-01314,Bayside Brands,WFX-3287,1500,782.12,2025-12-31,Delivered
SO-01315,Outback Outfitters,WFX-2554,800,1643.89,2025-04-22,Shipped
SO-01316,Prairie Wholesale Inc,WFX-2998,5000,1479.54,2026-07-29,Shipped
SO-01317,Thames & Co,WFX-3160,1000,1001.75,2025-09-28,Cancelled
SO-01318,Alpine Casuals SA,WFX-2798,300,856.1,2025-11-08,Confirmed
